Contig_ID,Linkage_Group,Location_Used_Map_Creation,Location_SCL
G3_NODE_590402_length_276_cov_12.684783,GR6,,76.762
G3_NODE_777840_length_2840_cov_8.391901,GR6,,76.762
G3_NODE_101721_length_5907_cov_11.110209,GR14,,76.773
G3_NODE_1278208_length_2370_cov_10.431224,GR14,,76.773
G3_NODE_1419936_length_3753_cov_9.156674,GR14,,76.773
G3_NODE_4022088_length_2039_cov_8.052477,GR14,,76.773
G3_NODE_618084_length_639_cov_8.707355,GR14,,76.773
G3_NODE_1254039_length_1646_cov_10.364520,GR20,,76.822
G3_NODE_2801620_length_1595_cov_6.946082,GR20,,76.822
G3_NODE_184823_length_1507_cov_8.672860,GR2,,77.017
G3_NODE_2223868_length_1144_cov_8.461538,GR2,,77.017
G3_NODE_2614043_length_849_cov_9.749117,GR2,,77.017
G3_NODE_3138376_length_1265_cov_7.111463,GR2,,77.017
G3_NODE_3585347_length_75_cov_16.160000,GR2,,77.017
G3_NODE_3838274_length_884_cov_6.502263,GR2,,77.017
G3_NODE_444110_length_2605_cov_8.421497,GR2,,77.017
G3_NODE_562276_length_1509_cov_8.962227,GR2,,77.017
G3_NODE_721269_length_2764_cov_8.227569,GR2,,77.017
G3_NODE_814399_length_1219_cov_9.830189,GR2,,77.017
G3_NODE_906861_length_802_cov_12.958853,GR2,,77.017
G3_NODE_1992612_length_610_cov_12.281967,GR12,,77.162
G3_NODE_572307_length_174_cov_17.758621,GR12,,77.162
G3_NODE_2009926_length_667_cov_4.197901,GR13,,77.351
G3_NODE_2136653_length_90_cov_39.477779,GR13,,77.351
G3_NODE_3554977_length_186_cov_5.994624,GR13,,77.351
G3_NODE_728757_length_652_cov_9.521472,GR13,,77.351
G3_NODE_1037588_length_5366_cov_8.104919,GR8,,77.418
G3_NODE_192703_length_3425_cov_10.431241,GR8,,77.418
G3_NODE_950600_length_2401_cov_10.014577,GR8,,77.418
G3_NODE_1544049_length_129_cov_31.953489,GR6,,77.511
G3_NODE_1377762_length_1815_cov_9.037465,GR12,,77.528
G3_NODE_2132441_length_4786_cov_8.363561,GR12,,77.528
G3_NODE_2276577_length_1512_cov_8.275794,GR12,,77.528
G3_NODE_2609070_length_4146_cov_9.184274,GR12,,77.528
G3_NODE_3991757_length_1495_cov_7.105686,GR3,,77.814
G3_NODE_1651382_length_165_cov_6.496970,GR19,,78.145
G3_NODE_2053267_length_510_cov_34.876472,GR19,,78.145
G3_NODE_2372233_length_363_cov_9.567493,GR19,,78.145
G3_NODE_3619302_length_130_cov_10.984615,GR19,,78.145
G3_NODE_432615_length_698_cov_11.010029,GR19,,78.145
G3_NODE_442624_length_3524_cov_9.269864,GR19,,78.145
G3_NODE_5507213_length_1798_cov_6.885984,GR19,,78.145
G3_NODE_721201_length_784_cov_11.512755,GR19,,78.145
G3_NODE_5109624_length_6485_cov_7.971935,GR15,,78.156
G3_NODE_341617_length_155_cov_9.735484,GR11,,78.427
G3_NODE_407580_length_2632_cov_9.444149,GR11,,78.427
G3_NODE_3067914_length_1401_cov_12.201284,GR20,,78.594
G3_NODE_4828038_length_118_cov_12.271187,GR15,,78.611
G3_NODE_1130864_length_151_cov_10.827814,GR9,,78.859
G3_NODE_163874_length_1980_cov_7.528788,GR9,,78.859
G3_NODE_2608138_length_2828_cov_7.930693,GR9,,78.859
G3_NODE_487628_length_578_cov_11.432526,GR9,,78.859
G3_NODE_5295919_length_4489_cov_6.567610,GR9,,78.859
G3_NODE_841246_length_5816_cov_7.593707,GR9,,78.859
G3_NODE_1167078_length_531_cov_8.853107,GR2,,78.907
G3_NODE_4410134_length_1451_cov_4.435562,GR2,,78.907
G3_NODE_410850_length_513_cov_5.857700,GR6,,78.958
G3_NODE_1747452_length_1877_cov_9.474693,GR1,,79.123
G3_NODE_4000604_length_2555_cov_7.355773,GR1,,79.123
G3_NODE_1050861_length_2404_cov_6.189684,GR19,,79.157
G3_NODE_2087961_length_2007_cov_6.738416,GR19,,79.157
G3_NODE_2096409_length_1204_cov_7.270764,GR19,,79.157
G3_NODE_2829469_length_643_cov_8.561431,GR19,,79.157
G3_NODE_4350673_length_554_cov_6.691336,GR19,,79.157
G3_NODE_4881233_length_391_cov_6.856778,GR19,,79.157
G3_NODE_930833_length_453_cov_13.841060,GR19,,79.157
G3_NODE_2102424_length_1556_cov_6.509640,GR19,,79.356
G3_NODE_2944310_length_1435_cov_8.186760,GR19,,79.356
G3_NODE_5246224_length_1130_cov_5.285841,GR19,,79.356
G3_NODE_1506424_length_454_cov_11.359031,GR14,,79.519
G3_NODE_1750407_length_3314_cov_9.303259,GR14,,79.519
G3_NODE_3088515_length_102_cov_11.950980,GR14,,79.519
G3_NODE_3766390_length_1387_cov_8.568853,GR14,,79.519
G3_NODE_3855782_length_1333_cov_7.441861,GR14,,79.519
G3_NODE_3936900_length_3888_cov_9.318158,GR14,,79.519
G3_NODE_4043091_length_6444_cov_6.911856,GR14,,79.519
G3_NODE_2060126_length_2169_cov_6.546335,GR8,,79.707
G3_NODE_614813_length_3582_cov_7.899498,GR8,,79.707
G3_NODE_993473_length_213_cov_12.798122,GR8,,79.707
G3_NODE_1866087_length_3444_cov_8.729965,GR7,,79.711
G3_NODE_5084987_length_1227_cov_4.965770,GR7,,79.711
G3_NODE_5964536_length_1546_cov_7.413325,GR7,,79.711
G3_NODE_876579_length_297_cov_7.821549,GR7,,79.711
G3_NODE_577321_length_926_cov_9.516199,GR9,,79.764
G3_NODE_89926_length_3645_cov_6.865844,GR9,,79.764
G3_NODE_983239_length_823_cov_6.460510,GR9,,79.764
G3_NODE_3408400_length_228_cov_11.311403,GR4,,80.108
G3_NODE_2246689_length_7313_cov_7.718447,GR19,,80.198
G3_NODE_2831337_length_2533_cov_7.120805,GR19,,80.198
G3_NODE_3347486_length_3832_cov_7.605167,GR19,,80.198
G3_NODE_3399682_length_1102_cov_21.145191,GR19,,80.198
G3_NODE_853170_length_1822_cov_8.684413,GR19,,80.198
G3_NODE_155963_length_2637_cov_9.869549,GR12,,80.216
G3_NODE_5568007_length_2536_cov_6.788249,GR12,,80.216
G3_NODE_612364_length_291_cov_14.460481,GR12,,80.216
G3_NODE_2137431_length_1226_cov_11.262643,GR7,,80.617
G3_NODE_4704819_length_6097_cov_7.713630,GR7,,80.617
G3_NODE_4785890_length_108_cov_12.379630,GR3,,80.726
G3_NODE_2291322_length_1397_cov_10.491768,GR14,,80.734
G3_NODE_24304_length_721_cov_11.156727,GR14,,80.734
G3_NODE_375522_length_1136_cov_8.164613,GR14,,80.734
G3_NODE_1145923_length_6449_cov_8.210575,GR2,,80.836
G3_NODE_1770906_length_156_cov_18.519230,GR19,,80.872
G3_NODE_856596_length_1811_cov_10.766979,GR7,,80.94
G3_NODE_274157_length_670_cov_11.952239,GR3,,80.986
G3_NODE_10856_length_1416_cov_11.427966,GR6,,81.406
G3_NODE_1196180_length_2649_cov_11.983390,GR6,,81.406
G3_NODE_3062204_length_109_cov_8.568808,GR6,,81.406
G3_NODE_3085117_length_619_cov_11.571890,GR6,,81.406
G3_NODE_3463277_length_2092_cov_8.976578,GR6,,81.406
G3_NODE_937740_length_1233_cov_9.977291,GR6,,81.406
G3_NODE_2293743_length_2681_cov_7.435286,GR8,,81.544
G3_NODE_3460535_length_2093_cov_7.812709,GR8,,81.544
G3_NODE_4564651_length_2314_cov_7.461106,GR1,,81.635
G3_NODE_2886643_length_1064_cov_8.381579,GR2,,81.635
G3_NODE_154281_length_2931_cov_10.804845,GR12,,81.65
G3_NODE_1132579_length_6485_cov_8.424519,GR20,,81.672
G3_NODE_2226545_length_1920_cov_5.901563,GR20,,81.672
G3_NODE_2910283_length_6796_cov_8.631843,GR20,,81.672
G3_NODE_3293164_length_4065_cov_7.666667,GR20,,81.672
G3_NODE_3483998_length_3090_cov_6.168608,GR20,,81.672
G3_NODE_2046139_length_2574_cov_19.370630,GR2,,81.7
G3_NODE_2093124_length_892_cov_9.965246,GR2,,81.7
G3_NODE_3639421_length_1932_cov_7.408385,GR2,,81.7
G3_NODE_1172890_length_1606_cov_10.199253,GR19,,81.93
G3_NODE_1369884_length_989_cov_9.036401,GR19,,81.93
G3_NODE_1590016_length_4201_cov_8.272316,GR19,,81.93
G3_NODE_1603840_length_289_cov_15.529411,GR19,,81.93
G3_NODE_1641751_length_2665_cov_5.959850,GR19,,81.93
G3_NODE_2531149_length_1087_cov_6.194112,GR19,,81.93
G3_NODE_2794969_length_3117_cov_6.118704,GR19,,81.93
G3_NODE_349563_length_1259_cov_13.239079,GR19,,81.93
G3_NODE_366408_length_3764_cov_7.673751,GR19,,81.93
G3_NODE_3796411_length_264_cov_13.814394,GR19,,81.93
G3_NODE_429109_length_2391_cov_11.585947,GR19,,81.93
G3_NODE_4601134_length_1293_cov_5.037123,GR19,,81.93
G3_NODE_5365593_length_10388_cov_6.532153,GR19,,81.93
G3_NODE_1804632_length_1565_cov_9.798722,GR2,,82.064
G3_NODE_393145_length_2943_cov_6.961264,GR2,,82.064
G3_NODE_2346063_length_240_cov_7.808333,GR7,,82.435
G3_NODE_3083367_length_3479_cov_9.123024,GR7,,82.435
G3_NODE_1643539_length_1500_cov_8.115334,GR19,,82.698
G3_NODE_2168679_length_905_cov_11.251934,GR19,,82.698
G3_NODE_3731344_length_982_cov_6.490835,GR19,,82.698
G3_NODE_467772_length_1170_cov_12.958119,GR19,,82.698
G3_NODE_5971966_length_2978_cov_7.481531,GR19,,82.698
G3_NODE_1402817_length_2077_cov_11.110737,GR6,,82.705
G3_NODE_1880147_length_2373_cov_9.539402,GR6,,82.705
G3_NODE_6938_length_914_cov_7.874179,GR6,,82.705
G3_NODE_1230238_length_467_cov_7.713062,GR12,,82.722
G3_NODE_4754703_length_128_cov_6.117188,GR12,,82.722
G3_NODE_2134030_length_3856_cov_8.765820,GR2,,82.739
G3_NODE_323178_length_283_cov_11.367491,GR2,,82.739
G3_NODE_4069245_length_300_cov_14.916667,GR8,,82.771
G3_NODE_1385573_length_1420_cov_8.292253,GR14,,82.835
G3_NODE_2498107_length_609_cov_5.022988,GR14,,82.835
G3_NODE_2001107_length_2421_cov_7.551838,GR11,,83.285
G3_NODE_3514222_length_5286_cov_8.454786,GR11,,83.285
G3_NODE_998569_length_2717_cov_8.752300,GR20,,83.366
G3_NODE_1495656_length_1228_cov_8.852606,GR17,,83.679
G3_NODE_2034779_length_2638_cov_8.255117,GR17,,83.679
G3_NODE_3051918_length_1068_cov_6.931648,GR17,,83.679
G3_NODE_3605490_length_945_cov_7.337566,GR15,,83.991
G3_NODE_571801_length_1063_cov_13.293509,GR15,,83.991
G3_NODE_741449_length_2980_cov_6.645973,GR15,,83.991
G3_NODE_1052222_length_822_cov_10.655718,GR11,,84.052
G3_NODE_3828974_length_461_cov_11.479393,GR11,,84.052
G3_NODE_165543_length_5749_cov_9.243521,GR19,,84.213
G3_NODE_4865917_length_93_cov_4.419355,GR19,,84.213
G3_NODE_662773_length_1457_cov_8.487303,GR19,,84.213
G3_NODE_985043_length_1075_cov_7.427907,GR19,,84.213
G3_NODE_3566890_length_2169_cov_9.004149,GR4,,84.213
G3_NODE_677815_length_5072_cov_8.736396,GR4,,84.213
G3_NODE_4011205_length_1366_cov_8.094437,GR9,,84.442
G3_NODE_4548524_length_2819_cov_7.200426,GR2,,84.451
G3_NODE_1455918_length_240_cov_6.129167,GR6,,84.493
G3_NODE_229833_length_233_cov_11.815451,GR6,,84.493
G3_NODE_323123_length_614_cov_12.223127,GR7,,84.493
G3_NODE_1294162_length_815_cov_11.361963,GR8,,84.509
G3_NODE_2928686_length_1782_cov_7.649832,GR8,,84.509
G3_NODE_3971075_length_4928_cov_8.179383,GR8,,84.509
G3_NODE_4249709_length_1382_cov_7.005065,GR8,,84.509
G3_NODE_2589935_length_3318_cov_6.256781,GR2,,84.672
G3_NODE_3624995_length_683_cov_12.245974,GR2,,84.672
G3_NODE_3918771_length_2223_cov_8.440396,GR2,,84.672
G3_NODE_1175170_length_3160_cov_9.515190,GR4,,84.887
G3_NODE_1368175_length_3070_cov_8.632899,GR15,,84.91
G3_NODE_1648052_length_2033_cov_9.770290,GR15,,84.91
G3_NODE_1811731_length_1916_cov_8.300104,GR15,,84.91
G3_NODE_1895328_length_2755_cov_8.161525,GR15,,84.91
G3_NODE_2323331_length_157_cov_15.579618,GR15,,84.91
G3_NODE_2790599_length_2321_cov_8.349419,GR15,,84.91
G3_NODE_346573_length_2504_cov_11.846645,GR15,,84.91
G3_NODE_4044095_length_1582_cov_6.416561,GR15,,84.91
G3_NODE_1941331_length_2035_cov_9.853562,GR19,,84.923
G3_NODE_2074584_length_2912_cov_10.317651,GR19,,84.923
G3_NODE_919957_length_3174_cov_7.458097,GR14,,85.006
G3_NODE_1973841_length_5486_cov_8.214182,GR12,,85.674
G3_NODE_550686_length_196_cov_18.153061,GR3,,85.725
G3_NODE_5198899_length_1522_cov_8.293693,GR4,,85.758
G3_NODE_667144_length_1371_cov_12.426696,GR4,,85.758
G3_NODE_1805624_length_1377_cov_8.023239,GR19,,85.778
G3_NODE_1946233_length_1282_cov_8.451638,GR19,,85.778
G3_NODE_2004321_length_1622_cov_11.597410,GR19,,85.778
G3_NODE_2703605_length_961_cov_7.797086,GR19,,85.778
G3_NODE_2831682_length_447_cov_10.809843,GR19,,85.778
G3_NODE_3113993_length_1915_cov_8.706528,GR19,,85.778
G3_NODE_3308473_length_2661_cov_7.378805,GR19,,85.778
G3_NODE_3321111_length_521_cov_8.683301,GR19,,85.778
G3_NODE_132793_length_1100_cov_12.367272,GR1,,85.942
G3_NODE_1495387_length_1395_cov_6.982796,GR1,,85.942
G3_NODE_2911519_length_1090_cov_9.646789,GR1,,85.942
G3_NODE_3099682_length_555_cov_8.207208,GR1,,85.942
G3_NODE_3188460_length_1109_cov_5.507665,GR1,,85.942
G3_NODE_4616185_length_169_cov_7.295858,GR1,,85.942
G3_NODE_5128720_length_6297_cov_8.191679,GR1,,85.942
G3_NODE_871916_length_111_cov_11.054054,GR1,,85.942
G3_NODE_1639251_length_2012_cov_8.865308,GR7,,86.172
G3_NODE_1445102_length_2926_cov_11.726248,GR17,,86.249
G3_NODE_1605692_length_2219_cov_8.602524,GR17,,86.249
G3_NODE_2844483_length_237_cov_11.978903,GR17,,86.249
G3_NODE_2907452_length_2252_cov_7.811723,GR17,,86.249
G3_NODE_977018_length_489_cov_11.063395,GR17,,86.249
G3_NODE_3645843_length_2229_cov_6.013907,GR20,,86.311
G3_NODE_5707875_length_477_cov_11.740042,GR20,,86.311
G3_NODE_1002910_length_2068_cov_10.268375,GR1,,86.313
G3_NODE_1046443_length_998_cov_6.396793,GR1,,86.313
G3_NODE_1497420_length_2483_cov_9.926299,GR1,,86.313
G3_NODE_1692079_length_51_cov_17.156862,GR1,,86.313
G3_NODE_2830756_length_770_cov_9.829870,GR1,,86.313
G3_NODE_3687812_length_1237_cov_4.852061,GR1,,86.313
G3_NODE_4487484_length_3599_cov_7.325090,GR1,,86.313
G3_NODE_632973_length_2263_cov_8.977464,GR1,,86.313
G3_NODE_764575_length_1781_cov_6.546884,GR1,,86.313
G3_NODE_657365_length_2361_cov_7.833969,GR12,,86.368
G3_NODE_918889_length_1748_cov_12.033181,GR12,,86.368
G3_NODE_2401247_length_4257_cov_9.283063,GR15,,87.123
G3_NODE_322809_length_940_cov_12.120213,GR15,,87.123
G3_NODE_3399664_length_3627_cov_7.767025,GR15,,87.123
G3_NODE_3803174_length_1093_cov_6.373284,GR15,,87.123
G3_NODE_4711521_length_1411_cov_6.527994,GR15,,87.123
G3_NODE_688925_length_841_cov_9.173603,GR15,,87.123
G3_NODE_3061378_length_3374_cov_7.892709,GR2,,87.316
G3_NODE_4128626_length_2192_cov_8.307026,GR2,,87.316
G3_NODE_1233922_length_4259_cov_8.512327,GR4,,87.46
G3_NODE_1782501_length_344_cov_13.459302,GR4,,87.46
G3_NODE_2575940_length_481_cov_9.559252,GR6,,87.661
G3_NODE_4303232_length_250_cov_10.376000,GR6,,87.661
G3_NODE_5027810_length_1704_cov_5.852700,GR6,,87.661
G3_NODE_1871275_length_1934_cov_8.368666,GR7,,87.661
G3_NODE_2942984_length_1900_cov_5.308421,GR17,,87.665
G3_NODE_3206642_length_3297_cov_8.515620,GR17,,87.665
G3_NODE_3957722_length_2154_cov_7.452646,GR17,,87.665
G3_NODE_4871595_length_3568_cov_7.166480,GR17,,87.665
G3_NODE_702515_length_1376_cov_11.635901,GR17,,87.665
G3_NODE_148166_length_1035_cov_11.925604,GR19,,87.98
G3_NODE_2207405_length_3579_cov_6.965912,GR19,,87.98
G3_NODE_248763_length_615_cov_6.526829,GR19,,87.98
G3_NODE_3175476_length_2769_cov_7.520043,GR19,,87.98
G3_NODE_1650531_length_192_cov_10.895833,GR8,,88.005
G3_NODE_4173844_length_664_cov_6.237952,GR14,,88.025
G3_NODE_1335035_length_3237_cov_8.441458,GR19,,88.269
G3_NODE_2847213_length_252_cov_14.361111,GR19,,88.269
G3_NODE_3725274_length_1487_cov_5.156692,GR19,,88.269
G3_NODE_3744306_length_1542_cov_7.608301,GR19,,88.269
G3_NODE_547067_length_2106_cov_10.896961,GR19,,88.269
G3_NODE_1282626_length_800_cov_13.647500,GR7,,88.494
G3_NODE_2077838_length_193_cov_12.196891,GR2,,88.549
G3_NODE_3722689_length_2167_cov_6.479003,GR2,,88.549
G3_NODE_2170694_length_459_cov_8.254902,GR14,,88.578
G3_NODE_1154969_length_3146_cov_7.951049,GR3,,88.617
G3_NODE_1538279_length_338_cov_11.997042,GR3,,88.617
G3_NODE_1901981_length_1624_cov_7.648399,GR3,,88.617
G3_NODE_1982743_length_422_cov_9.616114,GR3,,88.617
G3_NODE_2018403_length_927_cov_11.183387,GR3,,88.617
G3_NODE_5167177_length_1660_cov_6.722289,GR3,,88.617
G3_NODE_776998_length_941_cov_10.421891,GR3,,88.617
G3_NODE_2758077_length_3177_cov_8.316337,GR2,,88.676
G3_NODE_315448_length_289_cov_13.920415,GR2,,88.676
G3_NODE_5118236_length_63_cov_19.174603,GR2,,88.676
G3_NODE_1271381_length_709_cov_5.431594,GR17,,88.701
G3_NODE_2135356_length_235_cov_15.463830,GR17,,88.701
G3_NODE_535536_length_591_cov_5.670051,GR17,,88.701
G3_NODE_835915_length_253_cov_10.339921,GR17,,88.701
G3_NODE_950347_length_6827_cov_8.954299,GR17,,88.701
G3_NODE_2335936_length_329_cov_11.753799,GR18,,88.733
G3_NODE_3564796_length_1353_cov_6.737620,GR18,,88.733
G3_NODE_294789_length_2336_cov_8.775685,GR6,,88.803
G3_NODE_3538356_length_134_cov_15.111940,GR6,,88.803
G3_NODE_2166918_length_1108_cov_6.328520,GR1,,88.849
G3_NODE_2569995_length_3571_cov_7.050966,GR1,,88.849
G3_NODE_2617316_length_231_cov_11.073593,GR1,,88.849
G3_NODE_3029337_length_585_cov_39.080341,GR1,,88.849
G3_NODE_3210282_length_2917_cov_7.256085,GR1,,88.849
G3_NODE_122192_length_628_cov_9.509554,GR3,,88.893
G3_NODE_3464331_length_4603_cov_8.178579,GR3,,88.893
G3_NODE_2529178_length_2947_cov_8.592128,GR10,,89.16
G3_NODE_1282222_length_2102_cov_11.267840,GR6,,89.335
G3_NODE_2129058_length_545_cov_8.315597,GR6,,89.335
G3_NODE_2154513_length_98_cov_7.030612,GR6,,89.335
G3_NODE_26313_length_1273_cov_15.805184,GR6,,89.335
G3_NODE_580164_length_2795_cov_9.404651,GR6,,89.335
G3_NODE_766614_length_5710_cov_7.550438,GR6,,89.335
G3_NODE_769466_length_1132_cov_13.686396,GR6,,89.335
G3_NODE_2236974_length_2646_cov_8.767952,GR12,,89.457
G3_NODE_2763838_length_4464_cov_7.943325,GR12,,89.457
G3_NODE_1004084_length_6498_cov_8.363342,GR17,,89.535
G3_NODE_1257294_length_165_cov_44.163635,GR17,,89.535
G3_NODE_2339304_length_799_cov_7.458073,GR17,,89.535
G3_NODE_2933168_length_2253_cov_8.893031,GR17,,89.535
G3_NODE_3548470_length_141_cov_9.531915,GR17,,89.535
G3_NODE_381730_length_2841_cov_10.486800,GR17,,89.535
G3_NODE_4340556_length_3178_cov_9.209251,GR17,,89.535
G3_NODE_5145507_length_1888_cov_6.330509,GR17,,89.535
G3_NODE_5732701_length_1497_cov_6.584502,GR17,,89.535
G3_NODE_703607_length_828_cov_7.675121,GR17,,89.535
G3_NODE_800254_length_554_cov_15.077618,GR17,,89.535
G3_NODE_900423_length_3463_cov_8.314467,GR17,,89.535
G3_NODE_2856821_length_119_cov_20.831932,GR17,,89.705
G3_NODE_4510403_length_3218_cov_7.298011,GR17,,89.705
G3_NODE_5428691_length_5466_cov_7.406696,GR17,,89.705
G3_NODE_5517500_length_1980_cov_6.152525,GR17,,89.705
G3_NODE_5877264_length_2639_cov_6.495264,GR17,,89.705
G3_NODE_780980_length_980_cov_11.829592,GR17,,89.705
G3_NODE_2262927_length_3663_cov_7.494131,GR2,,90.104
G3_NODE_4297423_length_108_cov_7.527778,GR2,,90.104
G3_NODE_1516517_length_2232_cov_6.335574,GR7,,90.432
G3_NODE_1760722_length_97_cov_11.000000,GR7,,90.432
G3_NODE_5459704_length_3320_cov_8.483132,GR7,,90.432
G3_NODE_5606128_length_2116_cov_6.734405,GR7,,90.432
G3_NODE_1393129_length_1117_cov_11.799463,GR4,,90.743
G3_NODE_1533287_length_2897_cov_10.210908,GR4,,90.743
G3_NODE_1544732_length_2104_cov_9.418726,GR4,,90.743
G3_NODE_2968138_length_1889_cov_6.998941,GR4,,90.743
G3_NODE_3204023_length_7443_cov_8.426038,GR4,,90.743
G3_NODE_3283587_length_3129_cov_6.336210,GR4,,90.743
G3_NODE_3922448_length_2519_cov_8.371576,GR4,,90.743
G3_NODE_5245343_length_115_cov_11.947826,GR4,,90.743
G3_NODE_5373534_length_3019_cov_8.639947,GR4,,90.743
G3_NODE_553013_length_1871_cov_9.649920,GR4,,90.743
G3_NODE_870587_length_1198_cov_13.284641,GR4,,90.743
G3_NODE_951285_length_882_cov_9.091837,GR14,,90.758
G3_NODE_1299509_length_461_cov_7.088937,GR12,,90.956
G3_NODE_2332270_length_1814_cov_6.700662,GR12,,90.956
G3_NODE_5369677_length_3519_cov_6.824382,GR11,,91.113
G3_NODE_710594_length_1907_cov_8.231254,GR11,,91.113
G3_NODE_1303156_length_1705_cov_13.107331,GR1,,91.205
G3_NODE_1683314_length_3982_cov_8.876444,GR1,,91.205
G3_NODE_1721033_length_1229_cov_9.014647,GR1,,91.205
G3_NODE_1952932_length_604_cov_6.352649,GR1,,91.205
G3_NODE_3200400_length_1731_cov_8.759677,GR1,,91.205
G3_NODE_354523_length_8240_cov_10.045995,GR1,,91.205
G3_NODE_44181_length_3839_cov_8.718156,GR1,,91.205
G3_NODE_63107_length_755_cov_21.750994,GR1,,91.205
G3_NODE_739359_length_396_cov_16.275253,GR1,,91.205
G3_NODE_843984_length_692_cov_8.046243,GR1,,91.205
G3_NODE_2240648_length_262_cov_10.225191,GR14,,91.211
G3_NODE_1001818_length_2494_cov_10.791499,GR17,,91.302
G3_NODE_2214817_length_3467_cov_8.115085,GR17,,91.302
G3_NODE_3147520_length_4886_cov_7.774048,GR17,,91.302
G3_NODE_3414578_length_801_cov_7.491885,GR17,,91.302
G3_NODE_5157662_length_2787_cov_6.149264,GR17,,91.302
G3_NODE_783991_length_3421_cov_6.738088,GR17,,91.302
G3_NODE_1935605_length_2974_cov_8.456287,GR4,,91.626
G3_NODE_3235548_length_718_cov_6.051532,GR4,,91.626
G3_NODE_512979_length_2037_cov_7.939126,GR4,,91.626
G3_NODE_5242085_length_3183_cov_7.879045,GR14,,91.662
G3_NODE_1078562_length_1400_cov_8.613571,GR15,,91.78
G3_NODE_1139959_length_1889_cov_7.109582,GR15,,91.78
G3_NODE_15134_length_1943_cov_17.341740,GR15,,91.78
G3_NODE_2110317_length_1644_cov_8.714112,GR15,,91.78
G3_NODE_3129882_length_260_cov_11.746154,GR15,,91.78
G3_NODE_895844_length_471_cov_28.019108,GR15,,91.78
G3_NODE_2552034_length_215_cov_14.674418,GR13,,91.885
G3_NODE_4816964_length_2277_cov_4.970136,GR19,,91.904
G3_NODE_5032725_length_2723_cov_7.736688,GR19,,91.904
G3_NODE_1684462_length_1777_cov_8.625773,GR8,,92.036
G3_NODE_2229336_length_4820_cov_8.630498,GR7,,92.28
G3_NODE_51975_length_2463_cov_9.252538,GR2,,92.332
G3_NODE_3266017_length_2175_cov_6.089195,GR12,,92.4
G3_NODE_2682410_length_4437_cov_9.952220,GR14,,92.826
G3_NODE_5113512_length_1982_cov_6.448537,GR14,,92.826
G3_NODE_1569002_length_1001_cov_6.432568,GR4,,92.953
G3_NODE_236482_length_8036_cov_8.850921,GR4,,92.953
G3_NODE_1571588_length_794_cov_10.977330,GR17,,93.072
G3_NODE_182811_length_1588_cov_10.843199,GR17,,93.072
G3_NODE_1992204_length_163_cov_20.496933,GR17,,93.072
G3_NODE_2369061_length_433_cov_9.577367,GR17,,93.072
G3_NODE_2518407_length_4541_cov_7.268223,GR17,,93.072
G3_NODE_2555127_length_1249_cov_7.675741,GR17,,93.072
G3_NODE_2838752_length_1801_cov_8.159356,GR17,,93.072
G3_NODE_3442886_length_1390_cov_7.341727,GR17,,93.072
G3_NODE_3583481_length_761_cov_10.118265,GR17,,93.072
G3_NODE_3952642_length_752_cov_7.135638,GR17,,93.072
G3_NODE_414061_length_1112_cov_11.670863,GR17,,93.072
G3_NODE_4225980_length_1891_cov_7.468535,GR17,,93.072
G3_NODE_4304533_length_733_cov_5.534789,GR17,,93.072
G3_NODE_4347461_length_6550_cov_7.014504,GR17,,93.072
G3_NODE_4503545_length_1424_cov_6.098315,GR17,,93.072
G3_NODE_533362_length_3619_cov_7.336004,GR17,,93.072
G3_NODE_1425290_length_2135_cov_7.584075,GR2,,93.251
G3_NODE_2860_length_3008_cov_9.723404,GR2,,93.251
G3_NODE_434437_length_644_cov_8.768634,GR2,,93.251
G3_NODE_1022723_length_510_cov_13.513725,GR1,,93.357
G3_NODE_1524136_length_2675_cov_9.519253,GR1,,93.357
G3_NODE_1589060_length_1391_cov_8.422717,GR1,,93.357
G3_NODE_2369572_length_1908_cov_7.305031,GR1,,93.357
G3_NODE_2467115_length_1810_cov_7.151934,GR1,,93.357
G3_NODE_3234737_length_3991_cov_8.790528,GR1,,93.357
G3_NODE_3255607_length_294_cov_4.894558,GR1,,93.357
G3_NODE_4190477_length_3284_cov_9.184531,GR1,,93.357
G3_NODE_430504_length_1324_cov_7.280967,GR1,,93.357
G3_NODE_4371487_length_497_cov_8.645875,GR9,,93.45
G3_NODE_2805933_length_4091_cov_9.500855,GR4,,93.515
G3_NODE_1895434_length_900_cov_5.803333,GR9,,93.527
G3_NODE_1268597_length_1326_cov_7.528657,GR17,,93.658
G3_NODE_134371_length_2141_cov_11.520784,GR17,,93.658
G3_NODE_1523654_length_697_cov_12.601148,GR17,,93.658
G3_NODE_2162646_length_6077_cov_8.367780,GR17,,93.658
G3_NODE_2577783_length_652_cov_8.619632,GR17,,93.658
G3_NODE_3149054_length_637_cov_7.147567,GR17,,93.658
G3_NODE_405698_length_1903_cov_8.149763,GR17,,93.658
G3_NODE_4733152_length_355_cov_25.926760,GR17,,93.658
G3_NODE_4882802_length_2926_cov_7.757348,GR17,,93.658
G3_NODE_886789_length_450_cov_6.622222,GR17,,93.658
G3_NODE_4021116_length_1506_cov_6.492696,GR10,,93.741
G3_NODE_243397_length_147_cov_24.700680,GR3,,93.876
G3_NODE_1088823_length_7440_cov_9.102016,GR14,,93.928
G3_NODE_1104535_length_829_cov_7.398070,GR14,,93.928
G3_NODE_1176983_length_679_cov_4.334315,GR14,,93.928
G3_NODE_1613858_length_116_cov_14.370689,GR14,,93.928
