adventure,romance,action,thriller,comedy,drama,director_name,duration,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,cast_total_facebook_likes,actor_3_name,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes
0,0,0,1,0,1,DavidSchwimmer,106,67,JordanTrovillion,617,58214,Crime|Drama|Thriller,NoahEmmerich,Trust ,916,ZoeLevin,English,USA,R,9500000,2010,163,7.0,10000
0,0,0,0,1,0,BarryLevinson,103,70,BríanF.O'Byrne,736,75078,Comedy,AnnaFriel,AnEverlastingPiece ,1403,PaulineMcLynn,English,USA,R,14000000,2000,450,6.3,132
0,1,0,0,1,0,SamMiller,93,15,AlanWilliams,578,64359,Comedy|Romance,RachelGriffiths,AmongGiants ,643,RobJarvis,English,UK,R,2500000,1998,29,5.9,108
0,1,0,0,0,1,AnneFontaine,112,748,NaomiWatts,18000,317125,Drama|Romance,RobinWright,Adore ,25269,BenMendelsohn,English,Australia,R,16000000,2013,6000,6.2,0
0,0,0,0,1,1,FernandoLeóndeAranoa,113,9,EnriqueVillén,331,146402,Comedy|Drama,LuisTosar,MondaysintheSun ,387,AidaFolch,Spanish,Spain,R,4000000,2002,27,7.7,0
0,0,0,0,0,1,JimMickle,98,65,MichaelCerveris,530,18469,Drama|Horror|Sci-Fi,ConnorPaolo,StakeLand ,1038,NickDamici,English,USA,R,650000,2010,238,6.5,0
0,0,0,0,0,1,StephenKay,92,599,MargHelgenberger,18000,12836,Biography|Drama,KeanuReeves,TheLastTimeICommittedSuicide ,20135,GretchenMol,English,USA,R,4000000,1997,759,5.8,161
0,0,0,0,0,1,KarimAïnouz,106,9,ClemensSchick,585,20262,Drama,WagnerMoura,FuturoBeach ,629,JesuítaBarbosa,Portuguese,Brazil,Unrated,4000000,2014,29,6.1,278
0,1,0,0,0,1,VictorFleming,226,248,GeorgeReeves,503,198655278,Drama|History|Romance|War,HattieMcDaniel,GonewiththeWind ,1862,ThomasMitchell,English,USA,G,3977000,1939,384,8.2,16000
0,0,0,0,0,1,RichardRaymond,104,196,ReeceRitchie,507,143653,Biography|Drama,TomCullen,DesertDancer ,1281,MaramaCorlett,English,UK,PG-13,4000000,2014,236,6.0,0
1,0,0,0,0,0,SamPeckinpah,152,288,SlimPickens,773,14873,Adventure|War|Western,JamesCoburn,MajorDundee ,2888,WarrenOates,English,USA,Approved,3800000,1965,575,6.8,251
0,1,0,0,1,0,GeorgeSidney,107,83,HowardKeel,277,8000000,Biography|Comedy|Musical|Romance|Western,KeenanWynn,AnnieGetYourGun ,731,BettyHutton,English,USA,Passed,3768785,1950,244,7.0,456
0,0,0,0,1,1,PeterStebbings,95,388,TonyNappo,963,37606,Comedy|Crime|Drama,MichaelKelly,Defendor ,2658,CharlotteSullivan,English,Canada,R,3500000,2009,654,6.8,0
1,1,0,0,1,0,VincenteMinnelli,102,48,ReginaldOwen,89,2956000,Adventure|Comedy|Musical|Romance,GladysCooper,ThePirate ,282,EllenRoss,English,USA,Approved,3700000,1948,78,7.1,359
0,0,0,0,0,1,DagurKári,99,64,SusanBlommaert,117,19959,Drama,AliceOliviaClarke,TheGoodHeart ,298,StephenHenderson,English,Iceland,R,3800000,2009,64,6.9,0
0,0,0,0,1,1,NicholasHytner,109,480,RussellTovey,3000,2706659,Comedy|Drama,DominicCooper,TheHistoryBoys ,5977,JamesCorden,English,UK,R,2000000,2006,796,6.9,0
0,0,1,1,0,0,JaumeCollet-Serra,113,767,FrankLangella,14000,61094903,Action|Mystery|Thriller,LiamNeeson,Unknown ,17151,AidanQuinn,English,UK,PG-13,30000000,2011,902,6.9,29000
0,0,0,0,1,1,PeterCattaneo,91,121,MarkAddy,1000,45857453,Comedy|Drama|Music,TomWilkinson,TheFullMonty ,2323,LesleySharp,English,UK,R,3500000,1997,891,7.2,0
0,0,0,0,1,0,JimAbrahams,88,318,LloydBridges,628,83400000,Comedy,PeterGraves,Airplane! ,2726,BarbaraBillingsley,English,USA,PG,3500000,1980,575,7.8,16000
0,0,0,0,1,1,F.GaryGray,97,624,JohnWitherspoon,826,27900000,Comedy|Drama,NiaLong,Friday ,3455,TonyCox,English,USA,R,3500000,1995,723,7.3,8000
0,0,0,1,0,1,AlbertHughes,97,556,LarenzTate,851,27900000,Crime|Drama|Thriller,JadaPinkettSmith,MenaceIISociety ,3036,KhandiAlexander,English,USA,R,3500000,1993,582,7.5,0
0,0,0,1,1,0,MichaelGornick,85,178,HoltMcCallany,3000,14000000,Comedy|Fantasy|Horror|Thriller,GeorgeKennedy,Creepshow2 ,3617,DorothyLamour,English,USA,R,3500000,1987,273,6.0,1000
0,0,0,0,0,0,RobertEggers,92,159,KateDickie,648,25138292,Horror|Mystery,JulianRichings,TheWitch ,1122,RalphIneson,English,USA,R,3500000,2015,191,6.8,43000
0,0,0,0,1,0,MichaelMartin,93,78,MasterP,625,10305534,Comedy,JoeEstevez,IGottheHookUp ,987,AnthonyJohnson,English,USA,R,3500000,1998,118,3.9,280
0,1,0,0,1,1,EdwardBurns,96,111,FrankVincent,385,9449219,Comedy|Drama|Romance,JohnMahoney,She'stheOne ,995,MichaelMcGlone,English,USA,R,3500000,1996,356,6.1,453
0,0,0,0,0,1,BillCondon,105,248,LynnRedgrave,3000,6390032,Biography|Drama,BrendanFraser,GodsandMonsters ,4238,KevinJ.O'Connor,English,USA,R,3500000,1998,258,7.5,0
0,0,0,1,0,1,JuanJoséCampanella,129,50,SoledadVillamil,827,20167424,Drama|Mystery|Thriller,RicardoDarín,TheSecretinTheirEyes ,1044,GuillermoFrancella,Spanish,Argentina,R,2000000,2009,88,8.2,33000
0,0,0,1,1,0,SamRaimi,37,199,DanHicks,634,5923044,Comedy|Fantasy|Horror|Thriller,TedRaimi,EvilDeadII ,1347,KassieWesleyDePaiva,English,USA,X,3600000,1987,328,7.8,0
1,0,1,0,1,0,LouisC.K.,81,542,J.B.Smoove,560,3293258,Action|Adventure|Comedy|Musical,WandaSykes,PootieTang ,2238,RobertVaughn,English,USA,PG-13,3000000,2001,555,5.2,0
0,0,0,0,0,1,SalvadorCarrasco,106,10,ZaideSilviaGutiérrez,174,886410,Drama|History,ElpidiaCarrillo,Laotraconquista ,222,DamiánDelgado,Spanish,Mexico,R,3500000,1998,16,6.8,140
0,0,0,0,1,1,AndréØvredal,103,4,JohannaMørck,29,252652,Comedy|Drama|Fantasy|Horror,OttoJespersen,Trollhunter ,44,GlennErlandTosterud,Norwegian,Norway,PG-13,19900000,2010,4,7.0,38000
0,1,0,0,1,0,RobertCary,101,681,FredWillard,827,220234,Comedy|Romance,FrancesConroy,Ira&Abby ,3574,KevinSussman,English,USA,R,3500000,2006,729,6.5,360
0,0,1,0,1,0,AkivaSchaffer,102,536,NicholasBraun,622,34350553,Action|Comedy|Sci-Fi,WillForte,TheWatch ,2486,RosemarieDeWitt,English,USA,R,68000000,2012,591,5.7,15000
0,0,0,0,1,1,AdamRapp,98,405,WillFerrell,11000,101228,Comedy|Drama,ZooeyDeschanel,WinterPassing ,20009,DallasRoberts,English,USA,R,3500000,2005,8000,6.4,414
0,1,1,0,1,0,AngelaRobinson,91,660,GeoffStults,4000,96793,Action|Comedy|Romance,JordanaBrewster,D.E.B.S. ,6380,ScootMcNairy,English,USA,PG-13,3500000,2004,756,5.3,1000
0,0,0,0,0,0,LucJacquet,80,34,SofieGråbøl,11000,77413017,Documentary,MorganFreeman,MarchofthePenguins ,11218,RomaneBohringer,French,France,G,8000000,2005,108,7.6,0
0,0,0,1,0,1,J.C.Chandor,107,969,DemiMoore,18000,5354039,Biography|Drama|Thriller,KevinSpacey,MarginCall ,22834,AshleyWilliams,English,USA,R,3500000,2011,2000,7.1,21000
0,0,0,0,1,1,ClarkGregg,92,539,MattGerald,1000,2926565,Comedy|Drama,AnjelicaHuston,Choke ,3608,JonahBobo,English,USA,R,3000000,2008,585,6.5,0
0,0,0,0,0,1,DamienChazelle,107,535,MelissaBenoist,24000,13092000,Drama|Music,J.K.Simmons,Whiplash ,26495,ChrisMulkey,English,USA,R,3300000,2014,970,8.5,129000
0,0,0,0,0,1,FernandoMeirelles,135,40,SeuJorge,1000,7563397,Crime|Drama,AliceBraga,CityofGod ,1211,AlexandreRodrigues,Portuguese,Brazil,R,3300000,2002,69,8.7,28000
0,0,0,0,1,0,JustinKerrigan,99,78,JohnSimm,798,104257,Comedy|Music,DannyDyer,HumanTraffic ,1430,ShaunParkes,English,UK,R,2200000,1999,472,7.1,0
0,0,0,0,0,1,ThomasVinterberg,115,26,AlexandraRapaport,74,610968,Drama,ThomasBoLarsen,TheHunt ,216,HanaShuan,Danish,Denmark,R,3800000,2012,69,8.3,60000
0,1,0,0,0,1,AlejandroMonteverde,91,377,RamonRodriguez,625,8108247,Drama|Romance,ArmandoRiesco,Bella ,2747,EduardoVerástegui,English,USA,PG-13,3300000,2006,464,7.4,0
0,1,0,0,0,1,EricStyles,92,405,RupertGraves,631,7680,Drama|Romance,SamanthaMorton,DreamingofJosephLees ,2020,MiriamMargolyes,English,USA,R,2000000,1999,443,6.4,100
0,0,0,0,0,1,JoshuaMarston,101,6,WilsonGuerrero,280,6517198,Crime|Drama,CatalinaSandinoMoreno,MariaFullofGrace ,308,YennyPaolaVega,Spanish,Colombia,R,3000000,2004,11,7.5,0
0,1,0,0,1,1,MikeMills,105,157,LouTaylorPucci,1000,5776314,Comedy|Drama|Romance,GoranVisnjic,Beginners ,2016,MaryPageKeller,English,USA,R,3200000,2010,394,7.2,15000
0,0,0,0,1,0,JohnLandis,109,559,KarenAllen,1000,141600000,Comedy,JohnBelushi,AnimalHouse ,3468,TimMatheson,English,USA,R,3000000,1978,783,7.6,0
1,0,1,1,0,0,GuyHamilton,110,177,GertFröbe,387,51100000,Action|Adventure|Thriller,HonorBlackman,Goldfinger ,1198,LoisMaxwell,English,UK,Approved,3000000,1964,202,7.8,0
0,0,0,0,0,1,DannyBoyle,94,557,ShirleyHenderson,2000,16501785,Drama,KellyMacdonald,Trainspotting ,3559,EwenBremner,English,UK,R,3500000,1996,887,8.2,21000
0,0,0,0,1,0,SpikeLee,115,360,CedrictheEntertainer,1000,38168022,Comedy|Documentary,BernieMac,TheOriginalKingsofComedy ,1964,SteveHarvey,English,USA,R,3000000,2000,436,6.6,290
0,0,0,0,0,0,TodWilliams,98,189,MollyEphraim,438,84749884,Horror,SpragueGrayden,ParanormalActivity2 ,1081,MicahSloat,English,USA,R,3000000,2010,332,5.7,14000
0,0,0,0,1,0,KirkJones,91,482,DavidKelly,773,24788807,Comedy,JamesNesbitt,WakingNedDevine ,1965,FionnulaFlanagan,English,UK,PG,3000000,1998,588,7.4,0
0,0,0,0,0,1,MichaelMoore,120,184,DickClark,909,21244913,Crime|Documentary|Drama,MichaelMoore,BowlingforColumbine ,1779,BillClinton,English,Germany,R,4000000,2002,504,8.0,4000
0,0,0,0,0,0,JackSholder,87,217,RobertRusler,426,30000000,Fantasy|Horror,CluGulager,ANightmareonElmStreet2:Freddy'sRevenge ,1472,MarshallBell,English,USA,R,2200000,1985,359,5.4,0
0,1,0,0,0,1,JamesIvory,117,249,RupertGraves,687,20966644,Drama|Romance,JulianSands,ARoomwithaView ,1665,DenholmElliott,English,UK,Unrated,3000000,1985,443,7.4,0
0,0,0,1,0,0,JamesDeMonaco,85,535,AdelaideKane,942,64423650,Horror|Sci-Fi|Thriller,RhysWakefield,ThePurge ,3708,ChrisMulkey,English,USA,R,3000000,2013,810,5.7,31000
0,0,0,0,0,0,ScottDerrickson,110,412,VictoriaLeigh,1000,48056940,Horror|Mystery,DanielleKotch,Sinister ,2239,JamesRansone,English,USA,R,3000000,2012,419,6.8,58000
0,0,0,0,1,0,DavidRaynr,113,12,MikkiPadilla,71,19184015,Biography|Comedy|Documentary,NancyO'Dell,MartinLawrenceLive:Runteldat ,159,DaynaDevon,English,USA,R,3000000,2002,65,5.4,63
0,0,0,0,1,1,CharlesMartinSmith,98,693,BillCobbs,2000,24629916,Comedy|Drama|Family|Sport,KevinZegers,AirBud ,4277,MichaelJeter,English,USA,PG,3000000,1997,970,5.1,902
0,0,0,1,0,0,TomMcLoughlin,86,155,RonPalillo,956,19472057,Horror|Thriller,TonyGoldwyn,JasonLives:Fridaythe13thPartVI ,1862,VincentGuastaferro,English,USA,R,3000000,1986,316,5.9,0
1,0,0,0,0,1,DavidLean,161,87,SessueHayakawa,682,27200000,Adventure|Drama|War,WilliamHolden,TheBridgeontheRiverKwai ,1035,JackHawkins,English,UK,PG,3000000,1957,119,8.2,0
1,0,0,0,1,0,PatrickReadJohnson,100,175,RoyalDano,610,15369573,Adventure|Comedy|Sci-Fi,ArianaRichards,SpacedInvaders ,1441,TonyaLeeWilliams,English,USA,PG,3000000,1990,232,5.3,710
0,0,0,1,0,0,AdamMarcus,91,307,LeslieJordan,935,15935068,Fantasy|Horror|Thriller,KaneHodder,JasonGoestoHell:TheFinalFriday ,2899,ErinGray,English,USA,R,2500000,1993,805,4.3,949
0,0,0,0,1,0,MichelGondry,100,220,DaveChappelle,989,11694528,Comedy|Documentary|Music,Common,DaveChappelle'sBlockParty ,2165,LaurynHill,English,USA,R,3000000,2005,744,7.2,635
0,0,1,0,1,0,BennyBoom,84,706,DonaldFaison,1000,10017041,Action|Comedy|Crime,OmariHardwick,NextDayAir ,4815,MikeEpps,English,USA,R,3000000,2009,927,5.9,545
0,0,0,0,1,0,NnegestLikké,99,233,JimmyJean-Louis,939,7059537,Comedy,Mo'Nique,PhatGirlz ,2321,JoyfulDrake,English,USA,PG-13,3000000,2006,407,3.0,837
0,1,0,0,0,1,RichardLinklater,109,48,ArianeLabed,140,8114507,Drama|Romance,SeamusDavey-Fitzpatrick,BeforeMidnight ,328,AthinaRachelTsangari,English,USA,R,3000000,2013,63,7.9,62000
0,0,0,0,1,0,ChristopherLeitch,95,152,RobertNeary,641,7888703,Comedy|Fantasy,JohnAstin,TeenWolfToo ,1389,KimDarby,English,USA,PG,3000000,1987,168,3.2,491
0,0,1,1,0,0,DonCoscarelli,97,135,A.MichaelBaldwin,674,7282851,Action|Fantasy|Horror|Sci-Fi|Thriller,AngusScrimm,PhantasmII ,1395,JamesLeGros,English,USA,R,3000000,1988,174,6.5,812
0,0,0,0,1,1,PatriciaCardoso,90,453,LupeOntiveros,953,5844929,Comedy|Drama,AmericaFerrera,RealWomenHaveCurves ,2510,GeorgeLopez,English,USA,PG-13,3000000,2002,625,7.0,595
0,0,0,0,1,1,DamienO'Donnell,96,163,JimiMistry,883,4170647,Comedy|Drama,ArchiePanjabi,EastIsEast ,1616,OmPuri,English,UK,R,1900000,1999,183,6.9,1000
0,1,0,0,1,0,PeterM.Cohen,82,51,BrianVanHolt,472,4142507,Comedy|Romance,CallieThorne,Whipped ,858,DavidHeyman,English,USA,R,3000000,2000,324,4.4,131
0,1,0,0,0,1,MiraNair,109,200,SaritaChoudhury,729,4109095,Crime|Drama|History|Romance,IndiraVarma,KamaSutra:ATaleofLove ,1292,Rekha,English,USA,R,3000000,1996,257,6.0,0
0,0,0,0,0,0,AnthonyHickox,98,222,ZachGalligan,687,3902679,Fantasy|Horror,JulianSands,Warlock:TheArmageddon ,1806,PaulaMarshall,English,USA,R,3000000,1993,233,5.3,217
0,0,0,0,1,0,TomSchulman,95,267,GeorgeHamilton,578,3559990,Comedy|Crime,KristySwanson,8HeadsinaDuffelBag ,1363,DyanCannon,English,USA,R,3000000,1997,341,5.3,417
0,0,0,0,0,1,JillSprecher,104,194,RobMcElhenney,11000,3287435,Drama,MatthewMcConaughey,ThirteenConversationsAboutOneThing ,12250,AmyIrving,English,USA,R,4500000,2001,813,7.1,430
0,0,0,1,1,0,DarrenStein,87,844,JudyGreer,3000,3071947,Comedy|Crime|Thriller,JulieBenz,Jawbreaker ,9555,JeffConaway,English,USA,R,3500000,1999,2000,5.4,0
0,0,0,0,0,1,JulianSchnabel,108,353,MichaelWincott,10000,2961991,Biography|Drama,GaryOldman,Basquiat ,11459,CourtneyLove,English,USA,R,3300000,1996,721,6.9,0
0,0,0,0,0,1,GavinHood,94,29,NambithaMpumlwana,113,2912363,Crime|Drama,TerryPheto,Tsotsi ,278,RapulanaSeiphemo,Zulu,UK,R,3000000,2005,64,7.3,0
0,0,0,0,1,0,GeorgeGallo,89,24,JoeHoward,489,2223990,Comedy|Documentary,EddieGriffin,DysFunktionalFamily ,539,RobertNoble,English,USA,R,3000000,2003,26,6.6,26
0,0,0,0,1,1,KevinSmith,102,387,HaleyJoelOsment,40000,1821983,Comedy|Drama|Horror,JohnnyDepp,Tusk ,43810,MichaelParks,English,USA,R,3000000,2014,3000,5.4,20000
0,0,0,1,0,1,Chan-wookPark,120,38,Ji-taeYu,717,2181290,Drama|Mystery|Thriller,Min-sikChoi,Oldboy ,852,Hye-jeongKang,Korean,SouthKorea,R,3000000,2003,78,8.4,43000
0,0,0,0,0,1,DavidNixon,110,221,MichaelBolten,439,2848578,Drama|Family,RobynLively,LetterstoGod ,1567,ChristopherSchmidt,English,USA,PG,3500000,2010,399,6.3,0
0,0,1,1,1,0,JasonEisener,86,104,RobbWells,694,703002,Action|Comedy|Thriller,GregorySmith,HobowithaShotgun ,1249,MollyDunsworth,English,Canada,NotRated,3000000,2011,324,6.1,37000
0,1,0,0,1,0,LeslyeHeadland,87,416,AdamScott,4000,418268,Comedy|Romance,KirstenDunst,Bachelorette ,8353,AndrewRannells,English,USA,R,3000000,2012,3000,5.3,0
0,0,0,0,1,0,TimHeidecker,93,197,WilliamAtherton,536,200803,Comedy,MichaelGross,TimandEric'sBillionDollarMovie ,1467,BobRoss,English,USA,R,3000000,2012,317,5.3,0
0,0,0,1,0,1,RupertWyatt,111,81,CjonSaulsberry,3000,33631221,Crime|Drama|Thriller,GeorgeKennedy,TheGambler ,3784,GriffinCleveland,English,USA,R,25000000,2014,571,6.0,0
0,1,0,0,1,1,MarcoKreuzpaintner,98,17,KostjaUllmann,289,95016,Comedy|Drama|Romance|Sport,AlicjaBachleda,SummerStorm ,362,RobertStadlober,German,Germany,R,2700000,2004,38,7.4,442
0,0,0,1,0,0,DeonTaylor,88,236,BetsyRussell,487,143000,Horror|Thriller,MattCohen,ChainLetter ,1495,NoahSegan,English,USA,R,5000000,2009,298,4.1,0
0,0,0,0,1,1,JasonAlexander,97,56,PattiLuPone,599,39852,Comedy|Drama,GretchenMol,JustLooking ,1030,PeterOnorati,English,USA,R,3000000,1999,325,6.7,117
0,0,0,1,0,1,XavierGens,122,605,LaurenGerman,2000,22000,Drama|Sci-Fi|Thriller,MichaelBiehn,TheDivide ,4920,RosannaArquette,English,Germany,R,3000000,2011,683,5.8,0
1,0,0,0,0,0,TimBurton,108,11000,AlanRickman,40000,334185206,Adventure|Family|Fantasy,JohnnyDepp,AliceinWonderland ,79957,AnneHathaway,English,USA,PG,200000000,2010,25000,6.5,24000
0,0,0,0,0,1,FrancescaGregorini,96,357,AmySedaris,433,5005,Drama,TomEverettScott,TannerHall ,1929,ChrisKattan,English,USA,R,3000000,2009,396,5.9,448
0,1,0,0,0,1,KennethBranagh,105,502,DerekJacobi,2000,201148159,Drama|Family|Fantasy|Romance,HayleyAtwell,Cinderella ,4671,LilyJames,English,USA,PG,95000000,2015,520,7.0,56000
0,0,0,0,0,1,WalterSalles,113,11,MatheusNachtergaele,119,5595428,Drama,FernandaMontenegro,CentralStation ,167,OthonBastos,Portuguese,Brazil,R,2900000,1998,14,8.0,0
0,1,0,0,1,0,SusanSeidelman,105,183,MichaelNouri,267,3123749,Comedy|Romance,DyanCannon,BoyntonBeachClub ,1231,BrendaVaccaro,English,USA,R,1500000,2005,225,6.5,88
0,0,0,0,0,0,HeidiEwing,93,394,JamesRansone,875,100675,Documentary,GregCrowe,Freakonomics ,2305,TempesttBledsoe,English,USA,PG-13,3000000,2010,412,6.4,0
0,0,0,0,0,0,AlexandreAja,89,142,Maïwenn,447,3645438,Horror,CécileDeFrance,HighTension ,923,OanaPellea,French,France,Unrated,2200000,2003,236,6.8,0
0,0,0,0,0,1,CraigBrewer,116,165,PaulaJaiParker,275,22201636,Crime|Drama|Music,IsaacHayes,Hustle&Flow ,727,EliseNeal,English,USA,R,8000000,2005,247,7.4,0
0,1,0,0,1,0,BillyWilder,120,102,JoeE.Brown,105,25000000,Comedy|Music|Romance,NehemiahPersoff,SomeLikeItHot ,527,GeorgeRaft,English,USA,NotRated,2883848,1959,103,8.3,10000
0,0,0,0,0,0,JohnCarlBuechler,88,181,TerryKiser,935,19170001,Horror,KaneHodder,Fridaythe13thPartVII:TheNewBlood ,1855,WilliamButler,English,USA,R,2800000,1988,448,5.3,0
1,0,0,0,0,0,VictorFleming,102,357,Terry,695,22202612,Adventure|Family|Fantasy|Musical,MargaretHamilton,TheWizardofOz ,2509,BillieBurke,English,USA,Passed,2800000,1939,421,8.1,14000
0,0,0,0,1,0,MelBrooks,106,481,PeterBoyle,1000,86300000,Comedy,MadelineKahn,YoungFrankenstein ,2703,TeriGarr,English,USA,PG,2800000,1974,595,8.0,14000
0,0,0,0,0,0,GeorgeA.Romero,95,192,ShawnRoberts,569,952620,Horror,MeganPark,DiaryoftheDead ,1797,JoeDinicol,English,USA,R,2000000,2007,529,5.7,0
0,0,0,0,0,1,VictorNunez,113,42,PatriciaRichardson,402,9054736,Drama,PeterFonda,Ulee'sGold ,787,VanessaZima,English,USA,R,2700000,1997,222,7.1,381
0,0,0,0,1,0,MelBrooks,93,628,DavidHuddleston,1000,119500000,Comedy|Western,MadelineKahn,BlazingSaddles ,4701,HarveyKorman,English,USA,R,2600000,1974,1000,7.8,12000
0,0,0,1,0,0,JosephZito,97,74,TomEverett,158,32600000,Horror|Thriller,JudieAronson,Fridaythe13th:TheFinalChapter ,467,KimberlyBeck,English,USA,R,1800000,1984,84,5.9,0
0,1,0,0,0,1,JamesIvory,140,239,DenholmElliott,443,3130592,Drama|Romance,RupertGraves,Maurice ,1269,SimonCallow,English,UK,R,2600000,1987,249,7.8,963
0,0,0,0,1,0,FrankSebastiano,86,327,LaurieMetcalf,833,475000,Comedy|Sport,JoeLoTruglio,BeerLeague ,2753,SeymourCassel,English,USA,R,2800000,2006,549,6.0,323
0,0,0,1,0,1,RandRavich,109,1000,CharlizeTheron,40000,10654581,Drama|Sci-Fi|Thriller,JohnnyDepp,TheAstronaut'sWife ,52621,CleaDuVall,English,USA,R,34000000,1999,9000,5.3,1000
0,0,0,1,0,0,NachoVigalondo,66,36,NachoVigalondo,123,38108,Horror|Mystery|Sci-Fi|Thriller,KarraElejalde,Timecrimes ,239,BárbaraGoenaga,Spanish,Spain,R,2600000,2007,76,7.2,0
0,0,0,0,1,0,MichaelTiddes,86,555,AlannaUbach,713,40041683,Comedy|Fantasy,EssenceAtkins,AHauntedHouse ,3421,J.B.Smoove,English,USA,R,2500000,2013,584,5.1,0
0,0,0,0,0,0,DineshD'Souza,87,67,ZackaryStevenGraham,871,33349949,Documentary,BarackObama,2016:Obama'sAmerica ,1111,DineshD'Souza,English,USA,PG,2500000,2012,118,5.1,0
0,0,0,0,0,0,RobZombie,119,593,TylerMane,908,33386128,Horror,ScoutTaylor-Compton,HalloweenII ,3226,MargotKidder,English,USA,R,15000000,2009,764,4.9,3000
0,0,0,0,1,1,TomHanks,149,982,CharlizeTheron,15000,25809813,Comedy|Drama|Music,TomHanks,ThatThingYouDo! ,28713,EthanEmbry,English,USA,PG,26000000,1996,9000,6.9,0
0,0,0,0,0,0,TommyLeeWallace,98,67,DanO'Herlihy,381,14400000,Horror|Mystery|Sci-Fi,TomAtkins,HalloweenIII:SeasonoftheWitch ,684,NancyKyes,English,USA,R,2500000,1982,128,4.6,0
0,0,0,0,1,0,LeslieSmall,75,36,La'PrincessJackson,1000,32230907,Comedy|Documentary,DavidJasonPerez,KevinHart:LetMeExplain ,1385,DanaHanna,English,USA,R,2500000,2013,309,6.7,0
0,0,0,0,0,1,GusVanSant,104,535,UdoKier,18000,6401336,Drama,KeanuReeves,MyOwnPrivateIdaho ,19923,Flea,English,USA,R,2500000,1991,595,7.1,0
0,1,0,0,1,1,ZachBraff,102,294,MichaelWeston,625,26781723,Comedy|Drama|Romance,ArmandoRiesco,GardenState ,1655,JillFlint,English,USA,R,2500000,2004,379,7.6,0
0,1,0,0,0,1,RichardLinklater,105,4,HansWeingartner,15,5400000,Drama|Romance,HannoPöschl,BeforeSunrise ,36,DominikCastell,English,USA,R,2500000,1995,12,8.1,22000
0,0,0,0,0,1,AlisonMaclean,107,442,SamanthaMorton,745,1282084,Drama,BillyCrudup,Jesus'Son ,2125,MarkWebber,English,USA,R,2500000,1999,631,7.0,500
0,0,0,0,1,1,JakeSchreier,89,215,JoshuaOrmond,902,3325638,Comedy|Crime|Drama|Sci-Fi,FrankLangella,Robot&Frank ,1980,AnaGasteyer,English,USA,PG-13,2500000,2012,291,7.1,13000
0,1,0,0,0,1,IsabelCoixet,106,471,JulianRichings,900,395592,Drama|Romance,SarahPolley,MyLifeWithoutMe ,2972,AmandaPlummer,English,Spain,R,2000000,2003,648,7.6,0
0,1,0,0,1,1,JamesPonsoldt,95,478,JenniferJasonLeigh,8000,6851969,Comedy|Drama|Romance,ShaileneWoodley,TheSpectacularNow ,10040,DayoOkeniyi,English,USA,R,2500000,2013,1000,7.1,10000
0,0,0,0,1,0,LarryCharles,101,0,TalBachman,334,12995673,Comedy|Documentary|War,BillMaher,Religulous ,338,SteveBurg,English,USA,R,2500000,2008,4,7.7,24000
0,0,0,0,0,0,JoshuaTickell,112,125,SherylCrow,860,173783,Documentary,LarryDavid,Fuel ,1252,GeorgeW.Bush,English,USA,NotRated,2500000,2008,130,7.6,588
0,0,0,0,1,0,RawsonMarshallThurber,92,936,StephenRoot,989,114324072,Comedy|Sport,GaryCole,Dodgeball:ATrueUnderdogStory ,4730,JoelDavidMoore,English,USA,PG-13,20000000,2004,939,6.7,0
0,0,0,0,1,1,MichaelD.Sellers,100,249,CarlySchroeder,640,71904,Comedy|Drama|Family,KatharineRoss,EyeoftheDolphin ,1491,GeorgeHarris,English,USA,PG-13,2500000,2006,261,5.7,140
0,0,0,0,0,0,ReedCowan,80,5,EmilyPearson,191,99851,Documentary,DustinLanceBlack,8:TheMormonProposition ,210,GavinNewsom,English,USA,R,2500000,2010,12,7.1,0
0,1,0,0,1,1,JamesDodson,106,315,AnupamKher,611,115504,Comedy|Drama|Romance,LarryMiller,TheOtherEndoftheLine ,1739,ShriyaSaran,English,UK,PG-13,14000000,2008,397,6.2,0
0,0,0,1,0,0,StefanRuzowitzky,103,10,RüdigerVogler,127,5725,Horror|Thriller,BennoFürmann,Anatomy ,163,SebastianBlomberg,German,Germany,R,8400000,2000,10,6.1,560
0,1,0,1,0,1,AlexRivera,90,35,JacobVargas,426,75727,Drama|Romance|Sci-Fi|Thriller,LeonorVarela,SleepDealer ,862,TenochHuerta,Spanish,USA,PG-13,2500000,2008,399,5.9,0
0,0,0,0,1,1,JamesGunn,96,370,RainnWilson,2000,322157,Comedy|Crime|Drama,LindaCardellini,Super ,4590,PaulT.Taylor,English,USA,R,2500000,2010,973,6.8,19000
0,0,0,0,0,1,SpikeLee,120,702,HarryLennix,1000,5731103,Drama|History,BernieMac,GetontheBus ,5963,AndreBraugher,English,USA,R,2400000,1996,748,6.8,352
0,0,0,1,0,1,RobbyHenson,101,201,MaxRyan,973,978908,Drama|Horror|Mystery|Thriller,MarcBlucas,Thr3e ,2306,JustineWaddell,English,Poland,PG-13,2400000,2006,872,5.1,250
0,0,0,0,0,1,ShaneMeadows,101,698,JosephGilgun,1000,327919,Crime|Drama,StephenGraham,ThisIsEngland ,3282,JackO'Connell,English,UK,Unrated,1500000,2006,788,7.7,11000
